DATUM;PRIS;SUBSTANSVÄRDE;BERÄKNAT_SUBSTANSVÄRDE
2016-03-22;437.1;444;0
2016-03-23;442.6;444;0
2016-03-24;440;444;0
2016-03-25;440;444;0
2016-03-28;440;444;0
2016-03-29;437.7;444;0
2016-03-30;445.1;444;0
2016-03-31;444;444;0
2016-04-01;448.3;444;0
2016-04-04;448;444;0
2016-04-05;445.5;444;0
2016-04-06;448.9;444;0
2016-04-07;440.1;444;0
2016-04-08;449.3;444;0
2016-04-11;447.4;444;0
2016-04-12;446.1;444;0
2016-04-13;449.3;444;0
2016-04-14;449.9;444;0
2016-04-15;443.5;444;0
2016-04-18;444.2;444;0
2016-04-19;456.4;444;0
2016-04-20;454.2;444;0
2016-04-21;454.3;444;0
2016-04-22;436.1;444;0
2016-04-25;436.3;444;0
2016-04-26;438.1;444;0
2016-04-27;441.3;444;0
2016-04-28;440.2;444;0
2016-04-29;436.1;444;0
2016-05-02;435;444;0
2016-05-03;431.3;444;0
2016-05-04;433.1;444;0
2016-05-05;433.1;444;0
2016-05-06;432.7;444;0
2016-05-09;440.1;444;0
2016-05-10;444;444;0
2016-05-11;440;444;0
2016-05-12;439.9;444;0
2016-05-13;445;444;0
2016-05-16;446.7;444;0
2016-05-17;450;444;0
2016-05-18;451.5;444;0
2016-05-19;448.5;444;0
2016-05-20;453.5;444;0
2016-05-23;457.8;444;0
2016-05-24;461;444;0
2016-05-25;460;444;0
2016-05-26;466.4;474;0
2016-05-27;478.1;474;0
2016-05-30;477.7;474;0
2016-05-31;481.3;474;0
2016-06-01;474.2;474;0
2016-06-02;478.5;474;0
2016-06-03;474.5;474;0
2016-06-06;474.5;474;0
2016-06-07;475;474;0
2016-06-08;477;474;0
2016-06-09;473.7;474;0
2016-06-10;465.4;474;0
2016-06-13;454.8;474;0
2016-06-14;449;474;0
2016-06-15;451;474;0
2016-06-16;442.6;474;0
2016-06-17;449.5;474;0
2016-06-20;461.7;474;0
2016-06-21;465.9;474;0
2016-06-22;467.9;474;0
2016-06-23;474.5;474;0
2016-06-24;474.5;474;0
2016-06-27;452.5;474;0
2016-06-28;460.7;474;0
2016-06-29;473.8;474;0
2016-06-30;478.7;474;0
2016-07-01;487.4;474;0
2016-07-04;484.5;474;0
2016-07-05;481.9;474;0
2016-07-06;475.4;474;0
2016-07-07;475.7;474;0
2016-07-08;478.8;474;0
2016-07-11;490.6;474;0
2016-07-12;493.3;474;0
2016-07-13;493.7;474;0
2016-07-14;496.7;474;0
2016-07-15;493.5;474;0
2016-07-18;497;474;0
2016-07-19;500.5;474;0
2016-07-20;507;474;0
2016-07-21;504;474;0
2016-07-22;506;474;0
2016-07-25;509.5;474;0
2016-07-26;514.5;474;0
2016-07-27;517.5;474;0
2016-07-28;513;474;0
2016-07-29;515;474;0
2016-08-01;515;474;0
2016-08-02;513;474;0
2016-08-03;507;474;0
2016-08-04;509;474;0
2016-08-05;511;474;0
2016-08-08;510;474;0
2016-08-09;513.5;474;0
2016-08-10;517.5;474;0
2016-08-11;517.5;474;0
2016-08-12;514.5;474;0
2016-08-15;519.5;474;0
2016-08-16;516;474;0
2016-08-17;511;474;0
2016-08-18;514;474;0
2016-08-19;511.5;474;0
2016-08-22;509;474;0
2016-08-23;511.5;474;0
2016-08-24;517.5;474;0
2016-08-25;523.5;504;0
2016-08-26;520.5;504;0
2016-08-29;520;504;0
2016-08-30;524.5;504;0
2016-08-31;523.5;504;0
2016-09-01;531;504;0
2016-09-02;539.5;504;0
2016-09-05;540.5;504;0
2016-09-06;544.5;504;0
2016-09-07;549.5;504;0
2016-09-08;543;504;0
2016-09-09;536;504;0
2016-09-12;536.5;504;0
2016-09-13;537.5;504;0
2016-09-14;542;504;0
2016-09-15;547;504;0
2016-09-16;528;504;0
2016-09-19;543.5;504;0
2016-09-20;550.5;504;0
2016-09-21;551.5;504;0
2016-09-22;567.5;504;0
2016-09-23;565.5;504;0
2016-09-26;557.5;504;0
2016-09-27;560;504;0
2016-09-28;560.5;504;0
2016-09-29;561.5;504;0
2016-09-30;563.5;504;0
2016-10-03;566.5;504;0
2016-10-04;566;504;0
2016-10-05;565;504;0
2016-10-06;556;504;0
2016-10-07;554.5;504;0
2016-10-10;557;504;0
2016-10-11;554.5;504;0
2016-10-12;556;504;0
2016-10-13;557;504;0
2016-10-14;561.5;504;0
2016-10-17;563.5;504;0
2016-10-18;573.5;504;0
2016-10-19;577;504;0
2016-10-20;583;504;0
2016-10-21;586.5;504;0
2016-10-24;589;504;0
2016-10-25;588;504;0
2016-10-26;584.5;504;0
2016-10-27;581.5;504;0
2016-10-28;586.5;504;0
2016-10-31;585;504;0
2016-11-01;580;504;0
2016-11-02;574;504;0
2016-11-03;570.5;504;0
2016-11-04;565;504;0
2016-11-07;574.5;504;0
2016-11-08;577.5;504;0
2016-11-09;582;504;0
2016-11-10;575;504;0
2016-11-11;574;504;0
2016-11-14;568;504;0
2016-11-15;577;504;0
2016-11-16;577;504;0
2016-11-17;580;504;0
2016-11-18;582.5;504;0
2016-11-21;584.5;504;0
2016-11-22;582.5;504;0
2016-11-23;569;504;0
2016-11-24;566;520;0
2016-11-25;557;520;0
2016-11-28;563;520;525.73
2016-11-29;560;520;526.34
2016-11-30;531.5;520;529.33
2016-12-01;526.5;520;526.12
2016-12-02;525.5;520;521.83
2016-12-05;530.5;520;525.84
2016-12-06;535;520;526.09
2016-12-07;532.5;520;528.71
2016-12-08;540.5;520;531.17
2016-12-09;550;520;536.82
2016-12-12;544.5;520;533.3
2016-12-13;558.5;520;539.08
2016-12-14;553.5;520;536.89
2016-12-15;556;520;539.82
2016-12-16;548.5;520;541.67
2016-12-19;548.5;520;543.52
2016-12-20;548;520;541.88
2016-12-21;548;520;541.77
2016-12-22;548;520;538.29
2016-12-23;554;520;540.43
2016-12-26;554;520;540.43
2016-12-27;556;520;545
2016-12-28;554;520;542.57
2016-12-29;554;520;541.97
2016-12-30;558.5;520;544.83
2017-01-02;560.5;520;547.11
2017-01-03;560;520;544.87
2017-01-04;557;520;544.18
2017-01-05;553;520;541.12
2017-01-06;553;520;541.12
2017-01-09;554;520;535.51
2017-01-10;552;520;537
2017-01-11;552.5;520;536.85
2017-01-12;549.5;520;532.76
2017-01-13;555;520;535.83
2017-01-16;553.5;520;533.81
2017-01-17;553;520;531.12
2017-01-18;555.5;520;533.42
2017-01-19;554;520;534.4
2017-01-20;552.5;520;538.02
2017-01-23;552;520;536.43
2017-01-24;558;520;539.21
2017-01-25;563;520;544.83
2017-01-26;567;520;546.69
2017-01-27;564.5;520;544.59
2017-01-30;560;520;542.04
2017-01-31;563;520;543.01
2017-02-01;565;520;546.34
2017-02-02;570.5;520;549.74
2017-02-03;573.5;520;552.02
2017-02-06;573;520;549.02
2017-02-07;577;520;550.55
2017-02-08;573;520;553.19
2017-02-09;577;520;554.95
2017-02-10;574;520;556.43
2017-02-13;579.5;520;557.9
2017-02-14;579;520;557.59
2017-02-15;582;520;559.7
2017-02-16;582;520;557.8
2017-02-17;581;520;557.65
2017-02-20;584;520;558.43
2017-02-21;586.5;520;562.01
2017-02-22;585;520;560.87
2017-02-23;595;562;561.87
